date,time,sda_read,sda_write,sda1_read,sda1_write,sda2_read,sda2_write,sda5_read,sda5_write,sda6_read,sda6_write,sda7_read,sda7_write,sda8_read,sda8_write,sda9_read,sda9_write,sda10_read,sda10_write,sda11_read,sda11_write,sda12_read,sda12_write
2017-11-02,19:54:31,129.87,275.80,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.92,65.89,14.33,0.03,0.00,59.01,234.15
2017-11-02,19:54:33,129.86,275.78,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.92,65.88,14.33,0.03,0.00,59.01,234.13
2017-11-02,19:54:36,129.85,275.77,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.92,65.88,14.33,0.03,0.00,59.00,234.12
2017-11-02,19:54:39,129.84,275.75,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.92,65.87,14.33,0.03,0.00,59.00,234.10
2017-11-02,19:54:41,129.84,275.73,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.91,65.87,14.33,0.03,0.00,58.99,234.09
2017-11-02,19:54:44,129.83,275.71,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.70,26.91,65.86,14.33,0.03,0.00,58.99,234.07
2017-11-02,19:54:47,129.82,275.70,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.70,26.91,65.86,14.33,0.03,0.00,58.99,234.06
2017-11-02,19:54:49,129.81,275.68,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.70,26.91,65.86,14.33,0.03,0.00,58.98,234.04
2017-11-02,19:54:52,129.80,275.66,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.91,65.85,14.33,0.03,0.00,58.98,234.03
2017-11-02,19:54:55,129.79,275.64,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.70,26.91,65.85,14.33,0.03,0.00,58.97,234.02
2017-11-02,19:54:58,129.79,275.63,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.70,26.90,65.84,14.33,0.03,0.00,58.97,234.00
2017-11-02,19:55:00,129.78,275.61,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.90,65.84,14.33,0.03,0.00,58.97,233.98
2017-11-02,19:55:03,129.77,275.59,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.90,65.83,14.33,0.03,0.00,58.96,233.97
2017-11-02,19:55:06,129.76,275.58,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.90,65.83,14.33,0.03,0.00,58.96,233.96
2017-11-02,19:55:08,129.75,275.56,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.90,65.82,14.33,0.03,0.00,58.95,233.94
2017-11-02,19:55:11,129.74,275.55,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.89,65.82,14.32,0.03,0.00,58.95,233.93
2017-11-02,19:55:14,129.73,275.53,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.89,65.81,14.32,0.03,0.00,58.95,233.91
2017-11-02,19:55:16,129.72,275.52,0.03,0.00,0.00,0.00,0.02,0.00,0.16,0.39,0.02,0.00,0.02,0.00,4.69,26.89,65.81,14.33,0.03,0.00,58.94,233.90
