date,time,mem,vmem
2018-05-31,23:05:17,32.8366,11.1507
2018-05-31,23:05:19,32.9845,11.1705
2018-05-31,23:05:21,33.1510,11.1309
2018-05-31,23:05:24,34.2211,11.6657
2018-05-31,23:05:26,34.8297,11.7449
2018-05-31,23:05:28,35.6416,11.8031
2018-05-31,23:05:30,36.5913,11.8824
2018-05-31,23:05:32,36.7324,12.0012
2018-05-31,23:05:34,36.9264,11.8720
2018-05-31,23:05:36,37.0553,11.8918
2018-05-31,23:05:38,37.1737,11.8918
2018-05-31,23:05:40,37.1378,11.7997
2018-05-31,23:05:42,37.1464,11.7799
2018-05-31,23:05:44,37.1244,11.7845
2018-05-31,23:05:46,37.1323,11.7647
2018-05-31,23:05:48,37.1356,11.7449
2018-05-31,23:05:50,37.1176,11.7052
2018-05-31,23:05:52,37.1579,11.6853
2018-05-31,23:05:54,37.2081,11.6853
2018-05-31,23:05:56,37.2210,11.6655
2018-05-31,23:05:59,37.0798,11.7052
2018-05-31,23:06:01,37.0853,11.6655
2018-05-31,23:06:03,37.0864,11.5862
2018-05-31,23:06:05,37.0962,11.6655
2018-05-31,23:06:07,37.1034,11.7449
2018-05-31,23:06:09,37.0869,11.6457
2018-05-31,23:06:11,37.0852,11.5873
2018-05-31,23:06:13,37.0846,11.5476
2018-05-31,23:06:15,37.0800,11.5278
2018-05-31,23:06:17,37.0749,11.5675
2018-05-31,23:06:19,37.0718,11.5675
2018-05-31,23:06:21,36.9640,11.4881
2018-05-31,23:06:23,36.9446,11.3593
2018-05-31,23:06:25,36.9342,11.3792
2018-05-31,23:06:27,36.9324,11.3991
2018-05-31,23:06:29,36.9372,11.4586
2018-05-31,23:06:31,36.9548,11.3395
2018-05-31,23:06:34,36.9381,11.3593
2018-05-31,23:06:36,36.9291,11.3196
2018-05-31,23:06:38,36.9302,11.3792
2018-05-31,23:06:40,36.9474,11.3991
2018-05-31,23:06:42,36.9464,11.3593
2018-05-31,23:06:44,36.9397,11.3792
2018-05-31,23:06:46,36.9389,11.3395
2018-05-31,23:06:48,36.9445,11.3395
2018-05-31,23:06:50,36.9520,11.3593
2018-05-31,23:06:52,36.9430,11.3792
2018-05-31,23:06:54,36.9292,11.3395
2018-05-31,23:06:56,36.9415,11.3991
2018-05-31,23:06:58,36.9553,11.3395
2018-05-31,23:07:00,36.9421,11.3792
2018-05-31,23:07:02,36.9405,11.3395
2018-05-31,23:07:04,36.9486,11.4388
2018-05-31,23:07:06,36.9493,11.3395
2018-05-31,23:07:09,36.9429,11.3593
2018-05-31,23:07:11,36.9397,11.2601
2018-05-31,23:07:13,36.9345,11.3593
2018-05-31,23:07:15,36.9577,11.3593
2018-05-31,23:07:17,37.1720,11.4002
2018-05-31,23:07:19,38.0833,11.4399
2018-05-31,23:07:21,38.8679,11.3815
2018-05-31,23:07:23,39.8151,11.3815
2018-05-31,23:07:25,40.2459,11.4013
2018-05-31,23:07:27,40.7078,11.4212
2018-05-31,23:07:29,42.0464,11.4212
2018-05-31,23:07:31,42.5841,11.8641
2018-05-31,23:07:33,42.7108,11.7250
2018-05-31,23:07:35,42.7682,11.7846
2018-05-31,23:07:37,42.7692,11.7448
2018-05-31,23:07:39,42.7632,11.8442
2018-05-31,23:07:41,42.7690,11.8243
2018-05-31,23:07:44,42.7785,11.7448
2018-05-31,23:07:46,42.7786,11.7448
2018-05-31,23:07:48,42.7814,11.9634
2018-05-31,23:07:50,42.8092,11.8045
2018-05-31,23:07:52,42.8169,11.7051
2018-05-31,23:07:54,42.7857,11.6536
2018-05-31,23:07:56,42.9386,11.7331
2018-05-31,23:07:58,42.9503,11.7928
2018-05-31,23:08:00,42.9323,11.7132
2018-05-31,23:08:02,42.9312,11.6735
2018-05-31,23:08:04,42.9338,11.6933
2018-05-31,23:08:06,43.1382,11.9121
2018-05-31,23:08:08,43.3102,11.8723
2018-05-31,23:08:10,43.2932,11.8524
2018-05-31,23:08:12,43.3177,11.8922
2018-05-31,23:08:14,43.3986,12.1007
2018-05-31,23:08:16,43.5527,12.0609
2018-05-31,23:08:18,43.5780,12.0410
2018-05-31,23:08:21,43.5757,12.0410
2018-05-31,23:08:23,43.5705,12.0012
2018-05-31,23:08:25,43.5738,11.9614
2018-05-31,23:08:27,43.5899,11.9813
2018-05-31,23:08:29,43.5705,11.9415
2018-05-31,23:08:31,43.5702,11.9415
2018-05-31,23:08:33,43.6231,11.9774
2018-05-31,23:08:35,44.1059,12.5248
2018-05-31,23:08:37,45.5374,12.5447
2018-05-31,23:08:39,46.0219,12.7035
2018-05-31,23:08:41,45.0708,12.8853
2018-05-31,23:08:43,46.1931,13.3028
2018-05-31,23:08:45,46.9348,13.2657
2018-05-31,23:08:47,47.6925,13.3850
2018-05-31,23:08:49,48.2372,13.4049
2018-05-31,23:08:51,49.3427,13.4447
2018-05-31,23:08:53,47.3415,13.2856
2018-05-31,23:08:56,48.1218,13.3254
2018-05-31,23:08:58,48.8246,13.4845
2018-05-31,23:09:00,50.3752,13.3652
2018-05-31,23:09:02,50.9957,13.4447
2018-05-31,23:09:04,50.8211,13.4432
2018-05-31,23:09:06,49.0485,13.6404
2018-05-31,23:09:08,50.0345,13.7185
2018-05-31,23:09:10,50.7831,14.4332
2018-05-31,23:09:12,51.8935,14.3112
2018-05-31,23:09:14,52.8971,14.2914
2018-05-31,23:09:16,55.1556,14.2715
2018-05-31,23:09:18,56.2820,14.2715
2018-05-31,23:09:20,56.7886,13.9738
2018-05-31,23:09:22,57.4393,13.9936
2018-05-31,23:09:24,57.4986,13.9936
2018-05-31,23:09:26,57.5540,14.0730
2018-05-31,23:09:28,58.4473,14.0333
2018-05-31,23:09:30,59.8339,14.9466
2018-05-31,23:09:33,60.4431,15.4420
2018-05-31,23:09:35,57.4986,13.8395
2018-05-31,23:09:37,57.5011,13.9913
2018-05-31,23:09:39,57.5479,14.1102
2018-05-31,23:09:41,57.5799,13.9429
2018-05-31,23:09:43,57.5788,13.9115
2018-05-31,23:09:45,57.5805,13.8279
2018-05-31,23:09:47,57.6033,13.7883
2018-05-31,23:09:49,57.5876,13.7488
2018-05-31,23:09:51,57.5858,13.8081
2018-05-31,23:09:53,57.6541,13.8675
2018-05-31,23:09:55,57.7156,13.9664
2018-05-31,23:09:57,57.7347,13.9710
2018-05-31,23:09:59,57.7594,13.9512
2018-05-31,23:10:01,57.8309,13.9909
2018-05-31,23:10:03,57.8450,13.9512
2018-05-31,23:10:05,57.8695,13.9313
2018-05-31,23:10:08,57.8611,13.9115
2018-05-31,23:10:10,57.8699,13.7130
2018-05-31,23:10:12,57.8846,13.8123
2018-05-31,23:10:14,57.9128,13.8916
2018-05-31,23:10:16,57.9278,13.8520
2018-05-31,23:10:18,57.9914,13.8520
2018-05-31,23:10:20,58.0177,13.8321
2018-05-31,23:10:22,58.0197,13.8123
2018-05-31,23:10:24,58.0116,13.7924
2018-05-31,23:10:26,58.0339,13.7924
2018-05-31,23:10:28,58.0227,13.8123
2018-05-31,23:10:30,58.0130,13.8123
2018-05-31,23:10:32,58.0242,13.7527
2018-05-31,23:10:34,58.0096,13.7329
2018-05-31,23:10:36,58.0226,13.7726
2018-05-31,23:10:38,57.9400,13.7527
2018-05-31,23:10:40,57.9340,13.6472
2018-05-31,23:10:43,57.8384,13.6486
2018-05-31,23:10:45,57.8436,13.5175
2018-05-31,23:10:47,57.8412,13.5374
2018-05-31,23:10:49,57.7700,13.5057
2018-05-31,23:10:51,57.6853,13.4554
2018-05-31,23:10:53,57.9028,13.4355
2018-05-31,23:10:55,57.9985,13.4753
2018-05-31,23:10:57,58.1750,13.4554
2018-05-31,23:10:59,58.2125,13.4263
2018-05-31,23:11:01,58.1999,13.4462
2018-05-31,23:11:03,58.2072,13.4263
2018-05-31,23:11:05,58.2102,13.5060
2018-05-31,23:11:07,58.2106,13.3466
2018-05-31,23:11:09,58.2083,13.3466
2018-05-31,23:11:11,58.2080,13.3068
2018-05-31,23:11:13,58.2163,13.2869
2018-05-31,23:11:15,58.2251,13.2470
2018-05-31,23:11:17,58.2074,13.2470
2018-05-31,23:11:20,58.2110,13.2669
2018-05-31,23:11:22,58.2155,13.3665
2018-05-31,23:11:24,58.2212,13.2072
2018-05-31,23:11:26,58.2125,13.2271
2018-05-31,23:11:28,58.2044,13.2470
2018-05-31,23:11:30,58.2110,13.2669
2018-05-31,23:11:32,58.2214,13.2869
2018-05-31,23:11:34,58.2121,13.2271
2018-05-31,23:11:36,58.2131,13.2271
2018-05-31,23:11:38,58.2137,13.2271
2018-05-31,23:11:40,58.2271,13.2869
2018-05-31,23:11:42,58.1847,13.2271
2018-05-31,23:11:44,58.2084,13.2470
2018-05-31,23:11:46,58.2178,13.2271
2018-05-31,23:11:48,58.2211,13.3068
2018-05-31,23:11:50,58.2408,13.2271
2018-05-31,23:11:52,58.2932,13.3466
2018-05-31,23:11:55,59.6297,13.8048
2018-05-31,23:11:57,61.6251,16.3635
2018-05-31,23:11:59,64.3763,16.8453
2018-05-31,23:12:01,65.1621,16.8212
2018-05-31,23:12:03,65.3242,16.8131
2018-05-31,23:12:05,65.2999,16.7365
2018-05-31,23:12:07,65.2420,16.8160
2018-05-31,23:12:09,64.4012,16.8034
2018-05-31,23:12:11,64.2702,16.8066
2018-05-31,23:12:13,64.2632,16.7859
2018-05-31,23:12:15,64.1691,16.9036
2018-05-31,23:12:17,64.1583,16.7207
2018-05-31,23:12:19,64.1572,16.7207
2018-05-31,23:12:21,64.1864,16.7971
2018-05-31,23:12:23,64.1957,16.7589
2018-05-31,23:12:25,64.1812,16.7096
2018-05-31,23:12:27,64.1825,16.5823
2018-05-31,23:12:30,64.1831,16.6078
2018-05-31,23:12:32,64.2098,16.7351
2018-05-31,23:12:34,64.2969,16.7636
2018-05-31,23:12:36,64.3060,16.6492
2018-05-31,23:12:38,64.6028,16.9353
2018-05-31,23:12:40,65.9045,16.9062
2018-05-31,23:12:42,66.3904,16.9824
2018-05-31,23:12:44,66.8305,17.0027
2018-05-31,23:12:46,67.0277,17.0468
2018-05-31,23:12:48,67.1923,17.1125
2018-05-31,23:12:50,67.8873,17.0637
2018-05-31,23:12:52,68.4081,17.0003
2018-05-31,23:12:54,68.8417,16.9623
2018-05-31,23:12:56,68.9483,17.1797
2018-05-31,23:12:58,70.7697,17.3518
2018-05-31,23:13:00,71.5870,17.3182
2018-05-31,23:13:02,71.7253,17.3182
2018-05-31,23:13:05,71.7987,17.3182
2018-05-31,23:13:07,71.9808,17.3371
2018-05-31,23:13:09,70.8275,17.4677
2018-05-31,23:13:11,70.9047,17.2977
2018-05-31,23:13:13,71.0620,17.3544
2018-05-31,23:13:15,71.2677,17.3544
2018-05-31,23:13:17,71.5532,17.4865
2018-05-31,23:13:19,71.7838,17.3864
2018-05-31,23:13:21,71.9874,17.4242
2018-05-31,23:13:23,72.5458,17.4242
2018-05-31,23:13:25,72.6333,17.4932
2018-05-31,23:13:27,72.9677,17.3971
2018-05-31,23:13:29,73.0997,17.3905
2018-05-31,23:13:31,73.2848,17.3888
2018-05-31,23:13:33,73.9991,17.5160
2018-05-31,23:13:35,74.2464,17.3888
2018-05-31,23:13:37,74.5579,17.3741
2018-05-31,23:13:39,74.8722,17.3856
2018-05-31,23:13:42,74.9496,17.4783
2018-05-31,23:13:44,75.2074,16.8586
2018-05-31,23:13:46,75.4421,17.3240
2018-05-31,23:13:48,76.0276,17.3478
2018-05-31,23:13:50,76.0839,17.1855
2018-05-31,23:13:52,76.0624,17.3839
2018-05-31,23:13:54,76.1136,17.4511
2018-05-31,23:13:56,76.0978,17.3274
2018-05-31,23:13:58,76.4843,17.2898
2018-05-31,23:14:00,76.5088,17.2316
2018-05-31,23:14:02,76.5318,17.2800
2018-05-31,23:14:04,76.5202,17.2063
2018-05-31,23:14:06,76.5529,17.1924
2018-05-31,23:14:08,76.5530,17.2112
2018-05-31,23:14:10,76.5691,17.2112
2018-05-31,23:14:12,76.5240,17.2112
2018-05-31,23:14:14,76.5641,17.2235
2018-05-31,23:14:16,76.6497,17.1622
2018-05-31,23:14:19,76.7527,17.1687
2018-05-31,23:14:21,76.8545,17.3569
2018-05-31,23:14:23,76.9051,17.3569
2018-05-31,23:14:25,76.9391,17.3062
2018-05-31,23:14:27,77.0532,17.3185
2018-05-31,23:14:29,77.2613,17.3529
2018-05-31,23:14:31,77.4575,17.2761
2018-05-31,23:14:33,77.8604,17.2589
2018-05-31,23:14:35,78.0113,17.2401
2018-05-31,23:14:37,78.0847,17.2777
2018-05-31,23:14:39,78.2536,17.2213
2018-05-31,23:14:41,78.3518,17.2213
2018-05-31,23:14:43,78.5069,17.2385
2018-05-31,23:14:45,78.7955,17.3137
2018-05-31,23:14:47,79.0776,17.2213
2018-05-31,23:14:49,79.2656,17.2401
2018-05-31,23:14:51,79.2882,17.2777
2018-05-31,23:14:54,79.2066,17.2777
2018-05-31,23:14:56,79.2590,17.3341
2018-05-31,23:14:58,79.3852,17.4281
2018-05-31,23:15:00,79.2227,17.5016
2018-05-31,23:15:02,79.2302,17.3268
2018-05-31,23:15:04,78.9860,17.2057
2018-05-31,23:15:06,79.0322,17.1439
2018-05-31,23:15:08,79.0321,17.1455
2018-05-31,23:15:10,79.0308,17.1017
2018-05-31,23:15:12,79.0215,17.1578
2018-05-31,23:15:14,79.0285,17.0643
2018-05-31,23:15:16,79.0743,17.0830
2018-05-31,23:15:18,79.0782,17.1214
2018-05-31,23:15:20,79.0642,17.1964
2018-05-31,23:15:22,79.0893,17.1402
2018-05-31,23:15:24,79.0832,17.1589
2018-05-31,23:15:26,79.1154,17.1214
2018-05-31,23:15:29,79.0698,17.2152
2018-05-31,23:15:31,79.0872,17.1214
2018-05-31,23:15:33,79.0757,17.2714
2018-05-31,23:15:35,79.1344,17.1964
2018-05-31,23:15:37,79.1377,17.1777
2018-05-31,23:15:39,79.1204,17.3090
2018-05-31,23:15:41,79.1387,17.1777
2018-05-31,23:15:43,79.1245,17.2294
2018-05-31,23:15:45,80.2856,17.3422
2018-05-31,23:15:47,80.6009,17.3799
2018-05-31,23:15:49,80.5541,17.2858
2018-05-31,23:15:51,80.5603,17.3176
2018-05-31,23:15:53,80.3573,17.3046
2018-05-31,23:15:55,80.3692,17.3046
2018-05-31,23:15:57,80.3597,17.2466
2018-05-31,23:15:59,80.3033,17.2294
2018-05-31,23:16:01,80.3096,17.1541
2018-05-31,23:16:04,80.3516,17.1353
2018-05-31,23:16:06,80.3366,17.1901
2018-05-31,23:16:08,80.3439,17.1869
2018-05-31,23:16:10,80.3366,17.1493
2018-05-31,23:16:12,80.3226,17.1837
2018-05-31,23:16:14,80.3226,17.1117
2018-05-31,23:16:16,80.3304,17.1412
2018-05-31,23:16:18,80.3277,17.1160
2018-05-31,23:16:20,80.3377,17.1144
2018-05-31,23:16:22,80.3284,17.0597
2018-05-31,23:16:24,80.3227,17.0221
2018-05-31,23:16:26,80.3411,17.0221
2018-05-31,23:16:28,80.3363,17.0105
2018-05-31,23:16:30,80.3465,16.9730
2018-05-31,23:16:32,80.3266,16.9714
2018-05-31,23:16:34,80.3490,16.9698
2018-05-31,23:16:36,80.3484,17.0871
2018-05-31,23:16:39,80.3537,16.9558
2018-05-31,23:16:41,80.3391,16.9558
2018-05-31,23:16:43,80.3441,16.9558
2018-05-31,23:16:45,80.3488,17.1997
2018-05-31,23:16:47,80.3540,16.9558
2018-05-31,23:16:49,80.3377,16.9371
2018-05-31,23:16:51,80.3433,16.9558
2018-05-31,23:16:53,80.3405,16.9746
2018-05-31,23:16:55,80.3517,16.9558
2018-05-31,23:16:57,80.3311,16.9746
2018-05-31,23:16:59,80.3289,16.9558
2018-05-31,23:17:01,80.3311,16.9933
2018-05-31,23:17:03,80.3354,16.9558
2018-05-31,23:17:05,80.3298,16.9558
2018-05-31,23:17:07,80.3309,16.9558
2018-05-31,23:17:09,80.3388,16.9746
2018-05-31,23:17:12,80.3504,16.9371
2018-05-31,23:17:14,80.3461,16.9371
2018-05-31,23:17:16,80.3445,16.9371
2018-05-31,23:17:18,80.3691,17.2200
2018-05-31,23:17:20,80.2857,16.9434
2018-05-31,23:17:22,80.2667,16.7933
2018-05-31,23:17:24,80.2665,16.8121
2018-05-31,23:17:26,80.2724,16.7933
2018-05-31,23:17:28,80.2759,16.8308
2018-05-31,23:17:30,80.2690,16.7933
2018-05-31,23:17:32,80.2684,16.8121
2018-05-31,23:17:34,80.2726,16.8121
2018-05-31,23:17:36,80.2828,16.8496
2018-05-31,23:17:38,80.2730,16.7933
2018-05-31,23:17:40,80.2680,16.8059
2018-05-31,23:17:42,80.2777,16.8435
2018-05-31,23:17:44,80.2776,16.8059
2018-05-31,23:17:47,80.2801,16.8059
2018-05-31,23:17:49,80.2684,16.8247
2018-05-31,23:17:51,80.2749,16.8247
2018-05-31,23:17:53,80.2769,16.9562
2018-05-31,23:17:55,80.2780,16.8623
2018-05-31,23:17:57,80.2728,16.9059
2018-05-31,23:17:59,80.2815,16.8496
2018-05-31,23:18:01,80.2941,16.9997
2018-05-31,23:18:03,80.2899,16.8684
2018-05-31,23:18:05,80.2782,16.8871
2018-05-31,23:18:07,80.2870,16.9059
2018-05-31,23:18:09,80.2894,16.9622
2018-05-31,23:18:11,80.2814,16.9059
2018-05-31,23:18:13,80.2852,16.9059
2018-05-31,23:18:15,80.2847,16.9059
2018-05-31,23:18:17,80.2941,16.9997
2018-05-31,23:18:19,80.3014,16.9120
2018-05-31,23:18:22,80.2914,16.9120
2018-05-31,23:18:24,80.3067,16.9022
2018-05-31,23:18:26,80.3142,16.8774
2018-05-31,23:18:28,80.3267,16.8961
2018-05-31,23:18:30,80.3198,16.9149
2018-05-31,23:18:32,80.3285,16.8961
2018-05-31,23:18:34,80.3289,16.8961
2018-05-31,23:18:36,80.3378,16.8961
2018-05-31,23:18:38,80.3312,16.9149
2018-05-31,23:18:40,80.3394,16.9149
2018-05-31,23:18:42,80.3524,17.0273
2018-05-31,23:18:44,80.4190,16.9898
2018-05-31,23:18:46,80.5712,16.9898
2018-05-31,23:18:48,80.7096,16.9898
2018-05-31,23:18:50,80.7455,17.0460
2018-05-31,23:18:52,80.8005,16.9711
2018-05-31,23:18:54,80.7862,16.9898
2018-05-31,23:18:57,80.8000,16.9523
2018-05-31,23:18:59,80.7936,17.1209
2018-05-31,23:19:01,80.8128,16.9711
2018-05-31,23:19:03,80.7992,16.9336
2018-05-31,23:19:05,80.7906,16.8774
2018-05-31,23:19:07,80.8925,16.9898
2018-05-31,23:19:09,81.0137,17.0460
2018-05-31,23:19:11,80.9751,17.0085
2018-05-31,23:19:13,80.9778,16.9898
2018-05-31,23:19:15,80.9751,16.9898
2018-05-31,23:19:17,80.9797,17.0273
2018-05-31,23:19:19,80.9433,16.8212
2018-05-31,23:19:21,80.9188,16.6901
2018-05-31,23:19:23,80.9044,16.5777
2018-05-31,23:19:25,80.8918,16.5590
2018-05-31,23:19:27,80.9025,16.5777
2018-05-31,23:19:29,80.8901,16.5777
2018-05-31,23:19:32,80.8840,16.5590
2018-05-31,23:19:34,80.9081,16.6713
2018-05-31,23:19:36,80.9269,16.8914
2018-05-31,23:19:38,80.9135,16.8025
2018-05-31,23:19:40,80.8836,16.6526
2018-05-31,23:19:42,80.8872,16.6339
2018-05-31,23:19:44,80.8906,16.6901
2018-05-31,23:19:46,80.8957,16.6339
2018-05-31,23:19:48,80.8886,16.6339
2018-05-31,23:19:50,80.8928,16.6152
2018-05-31,23:19:52,80.8959,16.6901
2018-05-31,23:19:54,80.8768,16.6152
2018-05-31,23:19:56,80.8909,16.6152
2018-05-31,23:19:58,80.8291,16.7916
2018-05-31,23:20:00,80.8364,16.7354
2018-05-31,23:20:02,80.8109,16.6479
2018-05-31,23:20:04,80.7935,16.5730
2018-05-31,23:20:07,80.6866,16.5261
2018-05-31,23:20:09,80.6834,16.3762
2018-05-31,23:20:11,80.5032,16.3150
2018-05-31,23:20:13,80.5031,16.2400
2018-05-31,23:20:15,80.5031,16.2025
2018-05-31,23:20:17,80.5012,16.2213
2018-05-31,23:20:19,80.4058,16.1787
2018-05-31,23:20:21,80.4114,16.0848
2018-05-31,23:20:23,80.4080,16.0848
2018-05-31,23:20:25,80.4187,16.1224
2018-05-31,23:20:27,80.4034,16.1787
2018-05-31,23:20:29,80.4008,16.1411
2018-05-31,23:20:31,80.4171,16.1224
2018-05-31,23:20:33,80.4150,16.1224
2018-05-31,23:20:35,80.4127,16.0848
2018-05-31,23:20:37,80.4117,16.0473
2018-05-31,23:20:39,80.4023,16.0473
2018-05-31,23:20:42,80.4121,16.0285
2018-05-31,23:20:44,80.4023,16.0661
2018-05-31,23:20:46,80.4022,16.0098
2018-05-31,23:20:48,80.4105,16.0098
2018-05-31,23:20:50,80.4062,16.0098
2018-05-31,23:20:52,80.3958,16.0098
2018-05-31,23:20:54,80.4111,16.0098
2018-05-31,23:20:56,80.4103,16.0285
2018-05-31,23:20:58,80.3994,16.0098
2018-05-31,23:21:00,80.3993,15.9910
2018-05-31,23:21:02,80.3925,16.0285
2018-05-31,23:21:04,80.3909,15.9910
2018-05-31,23:21:06,80.4022,15.9910
2018-05-31,23:21:08,80.3959,15.9722
2018-05-31,23:21:10,80.3892,16.0098
2018-05-31,23:21:12,80.3951,15.9910
2018-05-31,23:21:15,80.3959,15.9910
2018-05-31,23:21:17,80.4036,15.9722
2018-05-31,23:21:19,80.3949,16.1411
2018-05-31,23:21:21,80.3999,15.9910
2018-05-31,23:21:23,80.3975,15.9910
2018-05-31,23:21:25,80.4016,15.9910
2018-05-31,23:21:27,80.4038,16.0285
2018-05-31,23:21:29,80.4077,16.0285
2018-05-31,23:21:31,80.3925,16.0098
2018-05-31,23:21:33,80.3998,16.0098
2018-05-31,23:21:35,80.4018,16.0285
2018-05-31,23:21:37,80.3963,16.1224
2018-05-31,23:21:39,80.3987,16.0285
2018-05-31,23:21:41,80.4040,16.0285
2018-05-31,23:21:43,80.4014,16.0285
2018-05-31,23:21:45,80.4103,16.0285
2018-05-31,23:21:47,80.3978,16.0285
2018-05-31,23:21:50,80.3986,16.0285
2018-05-31,23:21:52,80.3970,16.0285
2018-05-31,23:21:54,80.4028,15.9910
2018-05-31,23:21:56,80.4059,16.0098
2018-05-31,23:21:58,80.4027,16.0098
2018-05-31,23:22:00,80.3992,15.9910
2018-05-31,23:22:02,80.3984,16.0098
2018-05-31,23:22:04,80.4021,16.0068
2018-05-31,23:22:06,80.4077,15.9880
2018-05-31,23:22:08,80.4012,15.9880
2018-05-31,23:22:10,80.4078,15.9880
2018-05-31,23:22:12,80.3994,15.9880
2018-05-31,23:22:14,80.4029,15.9880
2018-05-31,23:22:16,80.4015,15.9880
2018-05-31,23:22:18,80.4011,15.9880
2018-05-31,23:22:20,80.3937,16.0255
2018-05-31,23:22:22,80.4021,15.9880
2018-05-31,23:22:25,80.3966,15.9880
2018-05-31,23:22:27,80.4003,15.9880
2018-05-31,23:22:29,80.4026,15.9880
2018-05-31,23:22:31,80.4098,16.0068
2018-05-31,23:22:33,80.4024,15.9880
2018-05-31,23:22:35,80.4036,15.9880
2018-05-31,23:22:37,80.4004,16.0068
2018-05-31,23:22:39,80.3975,16.0818
2018-05-31,23:22:41,80.4045,15.9692
2018-05-31,23:22:43,80.3977,15.9692
