date,time,mem,vmem
2017-11-02,14:31:13,67.4141,13.2440
2017-11-02,14:31:15,67.4026,13.3640
2017-11-02,14:31:17,67.3985,13.3640
2017-11-02,14:31:19,67.4210,13.3640
2017-11-02,14:31:21,67.4134,13.4040
2017-11-02,14:31:23,67.4059,13.3640
2017-11-02,14:31:25,67.4078,13.3640
2017-11-02,14:31:27,67.4057,13.3640
2017-11-02,14:31:29,67.4102,13.3640
2017-11-02,14:31:31,67.4049,13.3640
2017-11-02,14:31:33,67.4727,13.3640
2017-11-02,14:31:35,67.4756,13.3640
2017-11-02,14:31:38,67.4867,13.4040
2017-11-02,14:31:40,67.4711,13.3440
2017-11-02,14:31:42,67.4822,13.3440
2017-11-02,14:31:44,67.4798,13.3840
2017-11-02,14:31:46,67.4895,13.3640
